mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid
740,2,20700,11155207,-1.2326366,-78.6239469,-97,1679928733546,2.4,2.0565603,147.52274,LTE,0,,20700,468,,,
740,2,20700,11155207,-1.2327713,-78.6238624,-97,1679928738557,4.3,3.2007987,149.27042,LTE,0,,20700,468,,,
740,2,20700,11155207,-1.2331168,-78.6236721,-100,1679928747577,4.7,4.360455,150.224,LTE,0,,20700,468,,,
740,2,20700,11155207,-1.2332022,-78.6235736,-96,1679928803003,2.0,1.0878977,154.75952,LTE,0,,20700,468,,,
740,2,20700,11155207,-1.2332735,-78.623517,-97,1679928807999,2.7,1.8633978,143.94696,LTE,0,,20700,468,,,
740,2,20700,11155207,-1.2334441,-78.623407,-97,1679928812574,3.4,2.9975996,149.76814,LTE,0,,20700,468,,,
740,2,20700,11155207,-1.2337347,-78.6232664,-100,1679928818017,4.0,5.4620047,149.99275,LTE,0,,20700,468,,,
740,2,20700,11155207,-1.2340565,-78.6230847,-92,1679928823009,2.1,7.5519366,149.63385,LTE,0,,20700,468,,,
740,2,20700,11155207,-1.2343255,-78.6229343,-95,1679928828026,2.0,6.4372253,149.25056,LTE,0,,20700,468,,,
740,2,20700,11155207,-1.2345565,-78.6227841,-97,1679928833027,2.0,5.7447195,144.90251,LTE,0,,20700,468,,,
740,2,20700,11155207,-1.2347566,-78.6226556,-98,1679928838006,2.0,4.973724,144.35474,LTE,0,,20700,468,,,
740,2,20700,11155207,-1.2349259,-78.6225889,-92,1679928842996,1.8,3.9986107,164.91917,LTE,0,,20700,468,,,
740,2,20700,11155207,-1.2351718,-78.6225266,-91,1679928848011,1.7,5.5748315,163.02379,LTE,0,,20700,468,,,
740,2,20700,11155208,-1.2354305,-78.6224134,-94,1679928853017,1.6,5.4665904,141.21983,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2355551,-78.6222535,-91,1679928858021,1.7,4.1768694,117.92424,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2356592,-78.6221341,-89,1679928863026,1.8,3.1679168,137.87274,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2357733,-78.6220493,-97,1679928868019,2.0,3.3233492,152.88434,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2359072,-78.6219552,-97,1679928873027,2.1,3.0267866,146.75354,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2359975,-78.6219316,-100,1679928878001,2.1,1.8408657,147.45306,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2361064,-78.6218694,-93,1679928883010,2.0,1.8307148,141.7971,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2362083,-78.6217751,-96,1679928901638,3.8,1.7887219,150.17645,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.236284,-78.6217132,-96,1679928906648,3.6,2.1618218,144.88712,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2364107,-78.6216377,-96,1679928911258,3.7,3.35772,151.28394,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2365803,-78.6215664,-103,1679928916020,3.5,5.3521857,152.93466,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2367933,-78.621476,-97,1679928920997,1.7,4.343953,152.32193,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2369703,-78.6213711,-98,1679928926020,1.8,4.2124133,148.11389,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2370844,-78.6213071,-97,1679928970993,2.0,0.11168244,164.28088,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2372633,-78.6212125,-97,1679928996000,2.2,2.266009,152.90416,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2375405,-78.6215343,-94,1679929011020,2.1,4.150829,250.43996,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.237505,-78.6216271,-95,1679929016033,1.9,3.2293663,321.87656,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2373337,-78.6217631,-98,1679929021006,1.7,5.8304687,324.5988,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.237134,-78.6218918,-93,1679929025994,1.7,3.9907768,326.84192,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2370491,-78.6219552,-95,1679929031005,1.6,2.701878,325.525,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2368723,-78.6220749,-98,1679929036009,1.6,5.274169,328.7545,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2366485,-78.6222114,-97,1679929041023,1.9,5.563636,330.32523,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2365131,-78.6223245,-97,1679929046022,2.1,2.9001305,323.02927,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2363511,-78.6224385,-98,1679929051030,1.9,5.0659766,326.06018,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2361257,-78.6225782,-98,1679929056008,2.0,5.119273,326.1154,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2360161,-78.6226355,-92,1679929060996,1.9,1.951777,327.0834,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2358576,-78.6227378,-98,1679929066012,1.8,4.832201,323.19028,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2356309,-78.6228848,-98,1679929070987,1.9,4.6983647,320.566,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2355035,-78.6229768,-96,1679929081007,1.9,2.1336243,288.42328,LTE,0,,20700,469,,,
740,2,20700,11155208,-1.2380479,-78.6221881,-104,1679929312025,2.1,3.4744155,38.835033,LTE,0,,20700,469,,,
