mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid,WKT
740,2,20700,11381763,-1.2356766,-78.627093,-76,1.67995E+12,3.9,1.7088958,141.87102,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2357546,-78.6270161,-71,1.67995E+12,3.7,1.4433978,139.84393,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.235847,-78.626986,-66,1.67995E+12,4.5,0.90768045,157.45985,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.23593,-78.626916,-80,1.67995E+12,5.4,1.6784059,138.2064,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2360184,-78.6267927,-85,1.67995E+12,3.8,2.237452,134.44719,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2361099,-78.6266956,-83,1.67995E+12,3.7,2.5841486,145.08572,LTE,0,,20700,44,,,,
740,2,20700,11381762,-1.2361981,-78.6266196,-84,1.67995E+12,4,2.611614,141.3697,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2362829,-78.6265409,-77,1.67995E+12,4,2.6681657,139.26447,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2363836,-78.6264606,-75,1.67995E+12,3.9,2.686876,141.77968,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2365079,-78.6264142,-66,1.67995E+12,4.1,2.6699762,147.71419,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2366102,-78.6263637,-61,1.67995E+12,3.8,2.5980973,146.10493,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2366899,-78.6263157,-62,1.67995E+12,3.6,2.5112414,147.21066,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2367618,-78.6262556,-66,1.67995E+12,3.9,0.6369039,129.89981,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2368923,-78.6261137,-77,1.67995E+12,5.8,1.2638912,132.16304,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2369949,-78.6260752,-78,1.67995E+12,5.6,0.9672429,149.08484,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2371054,-78.6260332,-74,1.67995E+12,5.5,1.0940094,160.70233,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.237192,-78.625934,-77,1.67995E+12,5.4,1.235662,145.65434,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2373126,-78.6258662,-74,1.67995E+12,5.7,1.3531253,142.3011,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2374186,-78.6258339,-75,1.67995E+12,5.9,1.3069899,150.98541,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2375082,-78.6257224,-75,1.67995E+12,5.5,1.3283507,127.39462,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2377443,-78.6255821,-84,1.67995E+12,4.1,2.154911,144.03973,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2378195,-78.625525,-75,1.67995E+12,3.8,2.3450508,134.61621,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2379181,-78.6254335,-75,1.67995E+12,3.8,1.6956382,151.86966,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2380962,-78.6252937,-76,1.67995E+12,3.7,2.4384878,140.19934,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2381761,-78.6252267,-74,1.67995E+12,3.7,2.495844,141.10895,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.2382652,-78.6251869,-73,1.67995E+12,3.8,2.2454684,148.0938,LTE,0,,20700,43,,,,
740,2,20700,11381762,-1.238358,-78.625168,-83,1.67995E+12,3.6,1.0655603,188.96274,LTE,0,,20700,43,,,,
740,2,20700,11388162,-1.2396663,-78.6248478,-78,1.67995E+12,4.1,0.01065916,-2000,LTE,0,,20700,83,,,,
740,2,20700,11388162,-1.239596,-78.6249659,-74,1.67995E+12,5.9,1.4305619,303.1877,LTE,0,,20700,83,,,,
740,2,20700,11388162,-1.2394416,-78.6250485,-78,1.67995E+12,4.2,2.460624,329.49335,LTE,0,,20700,83,,,,
740,2,20700,11388162,-1.2393293,-78.625147,-75,1.67995E+12,4,2.8806882,318.72336,LTE,0,,20700,83,,,,
740,2,20700,11388162,-1.2392434,-78.6252126,-74,1.67995E+12,4.2,2.2717137,321.69626,LTE,0,,20700,83,,,,
740,2,20700,11388162,-1.2391495,-78.6252767,-78,1.67995E+12,3.3,1.6892279,328.20248,LTE,0,,20700,83,,,,
740,2,20700,11388161,-1.2390457,-78.6253345,-76,1.67995E+12,4.1,2.1937685,329.07538,LTE,0,,20700,-1,,,,
740,2,20700,11388161,-1.2389376,-78.6253753,-77,1.67995E+12,4,2.2920122,327.5197,LTE,0,,20700,-1,,,,
740,2,20700,11388161,-1.238838,-78.6254502,-73,1.67995E+12,4.1,2.6218212,331.72186,LTE,0,,20700,-1,,,,
740,2,20700,11388161,-1.2387512,-78.6255334,-74,1.67995E+12,4.1,2.7474382,322.8025,LTE,0,,20700,-1,,,,
740,2,20700,11388161,-1.2386451,-78.6256241,-81,1.67995E+12,3.9,2.8442955,321.46613,LTE,0,,20700,-1,,,,
740,2,20700,11388161,-1.2385306,-78.6257114,-77,1.67995E+12,3.9,2.7851796,316.89856,LTE,0,,20700,-1,,,,
740,2,20700,11388161,-1.2384211,-78.6257831,-86,1.67995E+12,4.2,2.8602538,325.9252,LTE,0,,20700,-1,,,,
740,2,20700,11388163,-1.2383299,-78.625812,-83,1.67995E+12,4.2,2.5202403,331.07303,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2382234,-78.6259287,-84,1.67995E+12,4.1,1.6626765,320.20517,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2381444,-78.6259815,-83,1.67995E+12,4.2,1.8865561,343.43848,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2380688,-78.6260428,-82,1.67995E+12,3.9,1.7563568,330.506,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2379141,-78.6261566,-79,1.67995E+12,4,1.9954711,316.8432,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.237829,-78.6262345,-75,1.67995E+12,3.6,1.1440336,329.28537,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2377373,-78.6263058,-79,1.67995E+12,5,1.127308,327.93503,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2376304,-78.6263514,-82,1.67995E+12,5.7,1.0176836,331.30405,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2375171,-78.6263973,-82,1.67995E+12,5.4,0.7312995,342.88934,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2374612,-78.6264852,-81,1.67995E+12,5.4,0.731733,312.82993,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.237388,-78.6265505,-85,1.67995E+12,4.9,0.5036645,342.03625,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2372987,-78.6265916,-83,1.67995E+12,4.6,0.6240652,333.08505,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.237202,-78.6266149,-90,1.67995E+12,5.3,0.4251563,348.73596,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2371085,-78.6266794,-89,1.67995E+12,5,0.76600593,314.00104,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.237022,-78.6267736,-84,1.67995E+12,5.4,0.80058056,303.63235,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.236943,-78.6268327,-92,1.67995E+12,4.7,0.47217122,320.03983,LTE,0,,20700,82,,,,
740,2,20700,11381763,-1.236922,-78.6268492,-88,1.67995E+12,4.7,0.60305065,331.2176,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2368233,-78.62692,-85,1.67995E+12,5.5,0.57272387,334.37134,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2367291,-78.626982,-80,1.67995E+12,4.6,0.5810117,343.72375,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2366324,-78.6270116,-77,1.67995E+12,2.2,0.55344105,348.8577,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2365402,-78.6270736,-75,1.67995E+12,4.8,0.5486821,331.60428,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.236466,-78.6271794,-77,1.67995E+12,4.6,0.7365003,310.66513,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2363125,-78.6272156,-75,1.67995E+12,7.3,1.189025,351.85547,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2361854,-78.6273414,-76,1.67995E+12,4.1,2.2410085,328.66354,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.23606,-78.6274234,-71,1.67995E+12,3.7,2.6779127,331.99426,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2358858,-78.6275279,-77,1.67995E+12,3.7,2.5501542,325.1146,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2357685,-78.6276175,-79,1.67995E+12,3.9,2.9527292,323.87155,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.235665,-78.6277037,-82,1.67995E+12,3.8,2.9102976,296.83386,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2356798,-78.6278017,-84,1.67995E+12,3.7,2.5074677,233.20995,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2357347,-78.6278983,-87,1.67995E+12,3.6,2.6419213,233.42645,LTE,0,,20700,44,,,,
740,2,20700,11386369,-1.2358231,-78.6279949,-88,1.67995E+12,4.1,2.8221745,231.95087,LTE,0,,20700,39,,,,
740,2,20700,11386369,-1.2358948,-78.6280686,-91,1.67995E+12,3.9,2.753073,226.76833,LTE,0,,20700,39,,,,
740,2,20700,11381763,-1.2360017,-78.628047,-92,1.67995E+12,3.8,2.2536745,163.8284,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2360997,-78.6279658,-93,1.67995E+12,4.1,2.4439144,147.85239,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2362135,-78.6279149,-93,1.67995E+12,3.8,2.5894353,150.41843,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2363327,-78.6278633,-90,1.67995E+12,4,2.7259655,151.24693,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2365451,-78.6277221,-73,1.67995E+12,3.7,2.8268774,147.54535,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2366185,-78.6276552,-74,1.67995E+12,3.8,2.75671,145.3066,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2367011,-78.6276153,-66,1.67995E+12,3.6,2.6160638,145.73125,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2368554,-78.6275165,-66,1.67995E+12,3.7,2.4601314,145.57121,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2369493,-78.627429,-72,1.67995E+12,3.6,2.0595555,145.45238,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2370324,-78.6273669,-79,1.67995E+12,3.3,1.4790171,143.1453,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2371149,-78.6272888,-83,1.67995E+12,5.7,1.3181882,140.00905,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2372046,-78.6272444,-89,1.67995E+12,5.8,1.185172,141.94135,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2373137,-78.6272104,-88,1.67995E+12,5.5,0.9583982,148.8507,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2374482,-78.6272259,-94,1.67995E+12,5.2,1.2072414,170.05031,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2375693,-78.6270779,-95,1.67995E+12,4.5,2.418592,144.02402,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2376666,-78.6269784,-95,1.67995E+12,3.5,2.6867228,143.71027,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2377576,-78.6269076,-98,1.67995E+12,3.6,2.747594,145.41992,LTE,0,,20700,44,,,,
740,2,20700,11388163,-1.2378415,-78.626866,-95,1.67995E+12,3.6,2.6078196,148.1644,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2379054,-78.6267709,-98,1.67995E+12,3.9,1.9443867,140.4864,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2380115,-78.6266716,-97,1.67995E+12,3.2,1.5345982,129.75604,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2381178,-78.6266045,-95,1.67995E+12,3.9,1.9945782,145.82297,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2382339,-78.6265133,-91,1.67995E+12,3.9,1.448998,136.59688,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2383929,-78.6264236,-90,1.67995E+12,3.7,1.821923,140.85782,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2384804,-78.6263536,-89,1.67995E+12,4,2.1333504,140.49086,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2385851,-78.6262665,-87,1.67995E+12,4.2,2.424206,141.8346,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2387034,-78.6262204,-84,1.67995E+12,4.1,2.6699655,145.4025,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2387789,-78.6261505,-87,1.67995E+12,4.1,2.605548,137.16928,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2388533,-78.6260725,-85,1.67995E+12,4.2,2.4184902,132.91727,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2389424,-78.6260108,-85,1.67995E+12,4.3,2.2046745,144.49324,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2390604,-78.6259252,-83,1.67995E+12,4.2,2.4537938,140.64543,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2391742,-78.625885,-77,1.67995E+12,4,2.5858688,144.46918,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2392865,-78.6258581,-80,1.67995E+12,4.3,2.6174798,149.132,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2393843,-78.6258092,-82,1.67995E+12,4.2,2.583896,148.46837,LTE,0,,20700,82,,,,
740,2,20700,11379201,-1.2394681,-78.6257259,-80,1.67995E+12,4,2.543484,145.48943,LTE,0,,20700,30,,,,
740,2,20700,11388163,-1.2395374,-78.6256277,-88,1.67995E+12,4,2.5258453,141.06444,LTE,0,,20700,82,,,,
740,2,20700,11388162,-1.2395992,-78.6255477,-82,1.67995E+12,4.1,2.3724868,135.19841,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2397198,-78.6254982,-83,1.67995E+12,3.7,1.4084712,155.80182,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2398528,-78.6254017,-78,1.67995E+12,6.5,1.5230665,116.739296,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2399761,-78.6253505,-89,1.67995E+12,4.3,1.8063754,138.18898,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2400413,-78.6252504,-86,1.67995E+12,3.4,1.3621234,86.71529,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2399948,-78.6251305,-89,1.67995E+12,3.2,1.8863134,70.147835,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2400172,-78.6250258,-87,1.67995E+12,3.7,2.208023,118.6067,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2400886,-78.624943,-91,1.67995E+12,3.5,1.275083,148.73743,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2402421,-78.6248082,-89,1.67995E+12,3.4,1.8493145,133.29361,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2403576,-78.6247239,-90,1.67995E+12,4,2.3136845,137.57446,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2404387,-78.6246528,-89,1.67995E+12,3.8,2.4963636,136.93336,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2405092,-78.624595,-83,1.67995E+12,3.7,2.4228182,137.25443,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2405949,-78.6245058,-87,1.67995E+12,3.6,1.6024424,122.15142,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2406856,-78.6244125,-85,1.67995E+12,4.3,1.3968318,131.61203,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2407686,-78.6243124,-90,1.67995E+12,4.1,1.8064663,129.87843,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2408608,-78.6242592,-91,1.67995E+12,4,1.9978964,137.86482,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2409238,-78.6241941,-93,1.67995E+12,3.8,2.056022,139.71397,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2410343,-78.6241832,-95,1.67995E+12,3.6,1.9873968,157.10846,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2411696,-78.6241891,-98,1.67995E+12,3.6,2.2451005,168.17494,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2413476,-78.6241962,-98,1.67995E+12,3.6,2.7252693,174.5319,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2415119,-78.624216,-98,1.67995E+12,3.8,3.6655722,183.50586,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2416136,-78.624223,-106,1.67995E+12,3.7,3.0950363,192.56345,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2417101,-78.6242421,-108,1.67995E+12,3.8,2.656239,200.70013,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.24181,-78.6242622,-107,1.67995E+12,3.8,2.4136367,192.13495,LTE,0,,20700,-1,,,,
740,2,20700,11379202,-1.2418666,-78.6243276,-102,1.67995E+12,3.9,1.9971547,263.95273,LTE,0,,20700,31,,,,
740,2,20700,11379202,-1.2418041,-78.6244478,-95,1.67995E+12,3.7,2.4841578,311.0048,LTE,0,,20700,31,,,,
740,2,20700,11383555,-1.2417111,-78.624525,-96,1.67995E+12,3.7,2.8486724,322.80887,LTE,0,,20700,-1,,,,
740,2,20700,11383555,-1.241602,-78.6246426,-96,1.67995E+12,3.7,3.2829738,320.14603,LTE,0,,20700,-1,,,,
740,2,20700,11383555,-1.2414825,-78.6247632,-98,1.67995E+12,3.7,3.6507578,322.72452,LTE,0,,20700,-1,,,,
740,2,20700,11383555,-1.2413584,-78.6248868,-94,1.67995E+12,3.8,3.75899,317.2559,LTE,0,,20700,-1,,,,
740,2,20700,11383555,-1.2412831,-78.6249772,-97,1.67995E+12,3.7,3.1631186,317.39853,LTE,0,,20700,-1,,,,
740,2,20700,11383555,-1.2410909,-78.6251284,-96,1.67995E+12,3.4,2.2811892,315.24966,LTE,0,,20700,-1,,,,
740,2,20700,11383555,-1.2409174,-78.6252543,-98,1.67995E+12,4.2,3.74759,320.81808,LTE,0,,20700,-1,,,,
740,2,20700,11383555,-1.2407058,-78.6253661,-98,1.67995E+12,4,4.497338,323.38904,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2405728,-78.6254663,-100,1.67995E+12,4,4.0335546,319.52332,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2404501,-78.6255438,-95,1.67995E+12,3.8,3.6232252,318.76157,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2403657,-78.625663,-97,1.67995E+12,3.8,3.7372406,315.29422,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2402437,-78.6257754,-97,1.67995E+12,4,3.9511719,317.39023,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2401143,-78.6258877,-90,1.67995E+12,4.2,4.093618,317.12018,LTE,0,,20700,-1,,,,
740,2,20700,11388162,-1.2399798,-78.626001,-88,1.67995E+12,4.2,4.217332,326.6085,LTE,0,,20700,-1,,,,
740,2,20700,11379201,-1.239838,-78.6260837,-80,1.67995E+12,4.2,4.046827,326.3123,LTE,0,,20700,30,,,,
740,2,20700,11388163,-1.2395601,-78.6262762,-80,1.67995E+12,4,4.0654244,328.12122,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2394222,-78.6263716,-80,1.67995E+12,4,4.0574713,326.6773,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2392969,-78.6264678,-92,1.67995E+12,4.3,3.7186575,319.6058,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2391496,-78.6265498,-89,1.67995E+12,4.4,3.5372338,325.9365,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2390496,-78.6266354,-86,1.67995E+12,4,3.2685883,320.5797,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2389517,-78.6266856,-84,1.67995E+12,4.1,3.0018904,321.8502,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2388419,-78.6267895,-93,1.67995E+12,4.1,2.9017212,326.66898,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2387475,-78.6268646,-96,1.67995E+12,4.4,2.8467588,332.52325,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2386533,-78.6269422,-95,1.67995E+12,4,2.5773947,321.83133,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2385598,-78.6269953,-94,1.67995E+12,3.7,1.4911581,315.24146,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.2383868,-78.6271258,-96,1.67995E+12,3.6,2.538996,323.4998,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.238263,-78.6272119,-98,1.67995E+12,3.6,3.0609212,325.64984,LTE,0,,20700,82,,,,
740,2,20700,11379201,-1.2381396,-78.6272933,-98,1.67995E+12,3.8,3.460037,330.19476,LTE,0,,20700,-1,,,,
740,2,20700,11379201,-1.2380109,-78.6273729,-98,1.67995E+12,3.8,3.4494638,330.38718,LTE,0,,20700,-1,,,,
740,2,20700,11379201,-1.2378932,-78.6274469,-91,1.67995E+12,3.8,3.3196328,337.39902,LTE,0,,20700,-1,,,,
740,2,20700,11379201,-1.2377885,-78.6275137,-98,1.67995E+12,3.9,2.9132824,324.18094,LTE,0,,20700,-1,,,,
740,2,20700,11381763,-1.2377509,-78.6275556,-104,1.67995E+12,3.8,2.0702496,319.37958,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2375694,-78.6276744,-97,1.67995E+12,3.8,2.5955107,319.71133,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2374035,-78.6277695,-97,1.67995E+12,3.9,3.7907832,325.22916,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2372465,-78.6278629,-87,1.67995E+12,3.7,3.9822674,329.35342,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2371325,-78.6280023,-93,1.67995E+12,3.7,2.5723407,308.29382,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2370077,-78.6280814,-97,1.67995E+12,3.7,3.0601015,327.6152,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2369176,-78.6281244,-96,1.67995E+12,3.8,2.9407253,332.9564,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.236825,-78.6281754,-92,1.67995E+12,4,2.5856874,327.39822,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2367163,-78.6282884,-79,1.67995E+12,3.9,2.859192,319.61853,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2365962,-78.6283608,-81,1.67995E+12,4.3,3.2705314,325.66183,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2364717,-78.6284437,-87,1.67995E+12,4.2,3.454164,323.83865,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2363662,-78.6285288,-93,1.67995E+12,3.9,3.248743,306.13217,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2364061,-78.628625,-90,1.67995E+12,3.9,2.7974987,229.14688,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2365018,-78.6287388,-94,1.67995E+12,3.8,2.9583561,229.85703,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2366108,-78.6288565,-95,1.67995E+12,4.2,3.286414,227.43944,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2367265,-78.6289961,-92,1.67995E+12,4.7,3.7861326,227.35748,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2368472,-78.6291118,-87,1.67995E+12,4,3.6820557,223.07007,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2369517,-78.6292258,-93,1.67995E+12,4.1,3.5046937,227.97382,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2370689,-78.6293175,-92,1.67995E+12,3.9,3.5599205,220.75558,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.237204,-78.6292676,-93,1.67995E+12,3.9,2.935943,192.98997,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2373138,-78.6291884,-93,1.67995E+12,3.7,2.7274227,173.40215,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2374234,-78.6291146,-90,1.67995E+12,4,2.7267344,162.09268,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2375405,-78.6290401,-62,1.67995E+12,3.9,2.7823386,156.42117,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2376155,-78.6289814,-92,1.67995E+12,3.6,1.8030802,156.89519,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.237726,-78.6289275,-96,1.67995E+12,3.3,1.3348918,152.56276,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2378174,-78.6288453,-97,1.67995E+12,5.4,1.3179286,145.91716,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.237926,-78.6288034,-97,1.67995E+12,5.9,1.3581878,148.38608,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2380194,-78.6287255,-97,1.67995E+12,5.7,1.3596165,145.1677,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2380752,-78.6286239,-94,1.67995E+12,5.8,1.2822809,138.47844,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2381776,-78.6286003,-94,1.67995E+12,5.3,1.2246158,145.7752,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2382784,-78.6285743,-107,1.67995E+12,5.4,1.2467425,157.34303,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2383928,-78.6285249,-103,1.67995E+12,3.2,1.3015637,159.04907,LTE,0,,20700,44,,,,
740,2,20700,11381763,-1.2384841,-78.6284439,-106,1.67995E+12,5.4,1.296386,150.05482,LTE,0,,20700,44,,,,
740,2,20700,11388163,-1.2384903,-78.6284062,-107,1.67995E+12,5,1.1954205,141.64897,LTE,0,,20700,82,,,,
740,2,20700,11388163,-1.238573,-78.6283689,-103,1.67995E+12,3.2,1.1178626,147.74707,LTE,0,,20700,82,,,,
740,2,20700,11155209,-1.2386678,-78.6283537,-100,1.67995E+12,3.2,1.0227202,158.19916,LTE,0,,20700,-1,,,,
740,2,20700,11155209,-1.2387639,-78.628286,-92,1.67995E+12,4.2,1.3238406,152.70023,LTE,0,,20700,-1,,,,
740,2,20700,11155209,-1.2388646,-78.6281977,-92,1.67995E+12,3.9,1.7280641,148.48166,LTE,0,,20700,-1,,,,
740,2,20700,11155209,-1.2389598,-78.6281271,-92,1.67995E+12,3.9,2.0139267,147.30046,LTE,0,,20700,-1,,,,
740,2,20700,11155209,-1.2390327,-78.6280678,-97,1.67995E+12,4,2.1315281,146.37604,LTE,0,,20700,-1,,,,
740,2,20700,11155209,-1.2391108,-78.6280206,-97,1.67995E+12,4,2.1186624,148.59418,LTE,0,,20700,-1,,,,
740,2,20700,11150345,-1.2391936,-78.6279533,-99,1.67995E+12,3.6,1.647781,145.04524,LTE,0,,20700,197,,,,
740,2,20700,11155209,-1.23924,-78.6279314,-96,1.67995E+12,3.1,1.4193361,153.40155,LTE,0,,20700,470,,,,
740,2,20700,11150345,-1.2394651,-78.6277437,-97,1.67995E+12,3.7,1.7483966,145.62935,LTE,0,,20700,197,,,,
740,2,20700,11150345,-1.2395782,-78.6276802,-92,1.67995E+12,4,2.1287234,146.54045,LTE,0,,20700,197,,,,
