mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid
740,2,20700,11379203,-1.2464183,-78.6296567,-96,1679921271002,2.4,3.6936277E-35,-2000.0,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2464062,-78.6294986,-102,1679921281007,2.4,0.427731,83.336525,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2463032,-78.6293484,-99,1679921286017,2.5,2.82866,69.62335,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2463297,-78.6292015,-98,1679921291005,2.3,3.2678137,103.864044,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2464063,-78.6288949,-95,1679921295990,2.4,4.9543324,101.95816,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2464196,-78.6285023,-96,1679921300993,2.3,7.170097,81.24078,LTE,0,,20700,32,,,
740,2,20700,11379202,-1.2463233,-78.6281408,-101,1679921306013,2.2,8.128653,61.8585,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2461305,-78.6278297,-98,1679921311016,2.3,7.8612757,62.63948,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2459534,-78.6277389,-98,1679921316031,2.2,5.9436,344.85336,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2457838,-78.6278909,-98,1679921321005,2.3,4.8781247,312.98758,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2455743,-78.628088,-96,1679921326001,2.4,5.734274,321.72073,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.245426,-78.6282251,-96,1679921331007,2.3,5.052173,330.1016,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2453023,-78.6281813,-94,1679921335998,2.3,3.592049,36.994823,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2451702,-78.6279863,-94,1679921340979,2.5,4.167432,46.818684,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2449547,-78.6277651,-97,1679921345978,2.7,5.60376,46.00279,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2447349,-78.6274731,-94,1679921350979,3.0,6.7093787,47.046314,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2445204,-78.6272297,-94,1679921355986,3.1,6.613644,52.46163,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2444164,-78.6270468,-96,1679921361008,3.2,5.344132,54.358543,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.244293,-78.6269215,-95,1679921366018,3.4,4.1288137,48.620213,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2441492,-78.6268545,-96,1679921381025,3.2,0.053979136,-2000.0,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2439875,-78.6266077,-98,1679921386015,4.2,6.6833634,53.885506,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2436536,-78.6262714,-94,1679921391000,2.8,7.522305,43.99447,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.243335,-78.6259884,-93,1679921396022,2.2,7.4920034,41.99592,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2431121,-78.6257241,-85,1679921400999,2.1,7.2667704,52.945293,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2428677,-78.6254178,-97,1679921406009,2.0,8.157282,51.036335,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.242677,-78.6251922,-96,1679921411028,2.0,3.9435894,50.23871,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2425821,-78.6250763,-96,1679921416016,2.0,3.2696936,54.70885,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2424789,-78.6249508,-96,1679921421008,2.2,2.9412398,50.29262,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2423617,-78.6248109,-103,1679921426015,2.0,4.4771395,54.84453,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2422342,-78.6246772,-103,1679921431022,2.0,3.8397353,59.63809,LTE,0,,20700,-1,,,
740,2,20700,11379202,-1.2421282,-78.6245443,-102,1679921436015,2.0,4.7144485,61.859528,LTE,0,,20700,-1,,,
740,2,20700,11383555,-1.2419251,-78.6243489,-108,1679921440993,1.9,7.249365,21.111252,LTE,0,,20700,93,,,
740,2,20700,11379202,-1.2415103,-78.6242165,-104,1679921446004,2.1,9.816062,15.723044,LTE,0,,20700,-1,,,
740,2,20700,11388162,-1.2410555,-78.624142,-106,1679921451017,2.3,9.5294285,9.6618185,LTE,0,,20700,83,,,
