mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid
740,2,20700,11381762,-1.2332632,-78.6235075,-88,1679759680757,4.1,0.40618432,103.7256,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2334348,-78.6233805,-88,1679759685783,2.7,3.2404988,142.40753,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2336805,-78.6232712,-88,1679759690757,2.6,5.175373,151.62929,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2339625,-78.6230841,-88,1679759695767,2.4,7.409679,147.83815,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2342772,-78.6228992,-88,1679759700779,2.2,7.846382,154.10815,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2345851,-78.6227349,-88,1679759705765,2.3,7.3994055,150.14548,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2348393,-78.6225856,-88,1679759710779,2.3,5.406027,156.81885,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2349293,-78.6225572,-88,1679759715777,2.1,0.85564095,170.54051,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2351372,-78.6225104,-88,1679759725783,2.0,4.8800626,169.11742,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2353708,-78.6223971,-88,1679759730762,2.0,5.776094,142.71843,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2355315,-78.622175,-88,1679759735785,2.1,6.0725083,123.915115,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2356933,-78.6220104,-88,1679759740780,2.3,5.040064,138.51128,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2358511,-78.6218819,-88,1679759745793,2.7,4.5376806,141.17592,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.2360129,-78.6218504,-88,1679759750750,2.5,2.283549,138.96463,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.236107,-78.6217857,-88,1679759790719,4.7,0.10899334,122.324196,LTE,0,,20700,-1,,,
740,2,20700,11381762,-1.236203,-78.6217292,-88,1679759800239,4.4,2.5249832,151.51654,LTE,0,,20700,-1,,,
