mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid
740,2,20700,11379203,-1.2464268,-78.6297215,-96,1679847631179,8.0,0.05186917,-2000.0,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2463462,-78.6296636,-96,1679847651237,16.2,1.3868977,32.713165,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2462984,-78.6294105,-96,1679847656179,12.0,6.293767,105.07582,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2462653,-78.6293184,-96,1679847660798,7.9,2.0597801,56.633842,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2461768,-78.6292321,-96,1679847671038,8.6,1.5948664,58.52912,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2461648,-78.6290942,-96,1679847681156,8.6,1.513998,80.98975,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2462167,-78.6290007,-96,1679847691179,7.6,1.3698605,98.10426,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2462638,-78.628858,-96,1679847701179,10.5,1.3293015,105.47809,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.246259,-78.628734,-96,1679847710815,12.0,1.3877331,100.77539,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2461649,-78.6286644,-96,1679847715594,8.4,1.3608086,79.314095,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2460519,-78.6286203,-96,1679847725096,7.7,1.2015179,44.42306,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2459111,-78.6285992,-96,1679847735836,8.5,1.4947991,354.42645,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2457967,-78.6285641,-96,1679847745615,8.8,1.5067977,358.334,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2456723,-78.6285366,-96,1679847755597,8.0,1.4192734,10.838356,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2455946,-78.6284827,-96,1679847760117,9.2,1.472609,17.506142,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2455182,-78.6284041,-96,1679847765256,10.9,1.4936724,24.86027,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2454299,-78.6283052,-96,1679847780179,10.7,1.3217216,35.51293,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2453797,-78.6282168,-96,1679847790216,12.7,1.2108345,39.417778,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2452352,-78.6281743,-96,1679847800179,14.2,1.3080368,32.05497,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2451551,-78.6281234,-96,1679847805195,13.9,1.3904619,31.68593,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2450655,-78.6279885,-96,1679847815135,11.4,1.5018028,45.943584,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2449814,-78.6279232,-96,1679847825179,11.8,1.3491384,39.139774,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2448843,-78.62781,-96,1679847834916,12.1,1.4448687,44.66572,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2447826,-78.6277566,-96,1679847844637,12.5,1.3310816,39.454796,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2447209,-78.6276635,-96,1679847858418,10.6,0.64855576,41.758823,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2445861,-78.6275081,-96,1679847868095,11.5,1.1665536,44.29611,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2444951,-78.6274111,-96,1679847873494,11.9,1.3991294,43.904613,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2444163,-78.6273549,-96,1679847878416,11.6,1.4882754,41.396328,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2443319,-78.6272804,-96,1679847887496,13.2,1.406014,39.242622,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2442568,-78.6271617,-96,1679847896920,13.7,1.4287742,44.953114,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.244165,-78.6270321,-96,1679847906714,10.5,1.5362302,47.248985,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2440451,-78.6270552,-96,1679847916757,7.7,1.3779238,16.086338,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2439412,-78.6270099,-96,1679847926457,8.3,1.2824768,11.514226,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2438056,-78.6269125,-96,1679847936437,13.7,1.3190619,16.606855,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2437612,-78.6268037,-96,1679847941018,12.5,1.3306895,25.136213,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2436962,-78.6266554,-96,1679847951114,13.7,1.2851405,41.780468,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2436576,-78.6265677,-96,1679847955695,15.4,1.3800135,49.03192,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.243583,-78.6265139,-96,1679847961257,13.4,1.4380152,48.92369,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2434819,-78.6264504,-96,1679847970915,8.0,1.2711778,21.941998,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2433579,-78.6263436,-96,1679847980917,9.4,1.2989174,17.802437,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2432848,-78.6261987,-96,1679847990975,11.3,1.1176343,32.076916,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2432728,-78.6261086,-96,1679847995994,11.7,1.0989304,42.854664,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2431954,-78.6259995,-96,1679848005997,13.7,1.1260173,51.037598,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2430546,-78.6259022,-96,1679848015915,12.5,1.1574383,47.993732,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2430408,-78.6257968,-96,1679848025875,13.1,0.7319548,61.359844,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2430409,-78.625654,-96,1679848030976,12.1,1.0963025,68.17493,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2428958,-78.6256093,-96,1679848041558,7.8,1.3136824,29.375544,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2428231,-78.6255199,-96,1679848062836,9.2,0.93725127,19.784687,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2427768,-78.6254,-96,1679848067614,9.8,0.9729414,44.934246,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2427539,-78.6253005,-96,1679848072738,9.8,1.2866,70.74604,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2427713,-78.6251473,-96,1679848082396,10.7,1.4455179,82.34432,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2427547,-78.6250278,-96,1679848092636,13.2,1.383137,84.63284,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2426225,-78.6249084,-96,1679848102818,13.4,1.3563129,70.40873,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2425197,-78.6248626,-96,1679848107654,13.2,1.4019898,58.838947,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2423758,-78.624815,-96,1679848117076,15.2,1.3719513,42.074726,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2423161,-78.6246595,-96,1679848127658,12.4,1.3800867,47.229656,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2421496,-78.6245611,-96,1679848137575,14.0,1.4863511,41.856792,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2420384,-78.6245415,-96,1679848142675,14.9,1.5025141,33.051197,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.241909,-78.6245048,-96,1679848152155,14.7,1.2201461,19.515728,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2417923,-78.6243982,-96,1679848167654,13.6,1.2326025,39.542416,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2417358,-78.6243199,-96,1679848172616,13.6,1.3868551,43.349823,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2415963,-78.6243865,-96,1679848182158,8.8,1.344805,16.496668,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2414369,-78.6243834,-96,1679848192056,7.8,1.5320082,2.4893866,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2412802,-78.6243619,-96,1679848202816,8.0,1.4918271,2.7563307,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2411519,-78.6243674,-96,1679848212416,7.8,1.4858721,1.4342197,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2410258,-78.6243872,-96,1679848222617,8.1,1.4241911,356.22302,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2408568,-78.6243409,-96,1679848232478,10.9,1.4520832,1.0717875,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2407656,-78.6242944,-96,1679848237035,13.7,1.4952698,7.851435,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2406703,-78.6242122,-96,1679848242433,14.6,1.5160742,16.851019,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2406234,-78.624297,-96,1679848247796,11.3,1.452767,7.616604,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2404773,-78.6242667,-96,1679848257737,9.2,1.5527333,8.568552,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2403193,-78.6241286,-96,1679848262977,7.8,1.7081332,8.926692,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2401916,-78.624133,-96,1679848272857,7.8,1.6017002,0.58621985,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.240087,-78.6241371,-96,1679848282436,8.5,1.4768015,0.550095,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2399347,-78.6241266,-96,1679848292018,7.7,1.5575762,3.911484,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2397902,-78.624103,-96,1679848302234,8.0,1.5341522,358.12265,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2396511,-78.6240611,-96,1679848312354,8.7,1.4932643,1.1120843,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2394907,-78.6239797,-96,1679848322378,11.9,1.527611,10.982254,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2393886,-78.6240269,-96,1679848327277,8.1,1.5997273,12.384454,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2392654,-78.6239677,-96,1679848337276,8.0,1.6105512,11.492312,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2391505,-78.6238729,-96,1679848346738,8.5,1.5369481,21.116297,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2390645,-78.6237469,-96,1679848356839,10.1,1.4841542,29.568464,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2390284,-78.6236274,-96,1679848366394,13.6,1.2876058,44.85427,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2389073,-78.6235112,-96,1679848375518,12.3,1.3620715,46.96942,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.238833,-78.6234306,-96,1679848385517,10.9,1.3045273,47.378624,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2387752,-78.6232861,-96,1679848395594,12.0,1.6418073,65.30637,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2386877,-78.6231698,-96,1679848404794,7.6,1.5199071,60.51792,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2386285,-78.6230156,-96,1679848415116,8.4,1.5854594,69.228584,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2385796,-78.6228683,-96,1679848424818,8.3,1.5682392,71.33922,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2385366,-78.6227281,-96,1679848434817,7.8,1.4972758,72.13491,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2384603,-78.6225967,-96,1679848444778,8.3,1.4973469,67.29899,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.238355,-78.6224626,-96,1679848454759,8.5,1.5238013,61.742897,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2382974,-78.6223208,-96,1679848464713,7.4,1.6658707,76.53295,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2382312,-78.6221944,-96,1679848474594,8.1,1.5948709,68.179794,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2381041,-78.6221696,-96,1679848479358,7.5,1.5531162,61.36751,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2380306,-78.6221165,-96,1679848484738,7.5,1.5228065,61.157944,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2379734,-78.6220024,-96,1679848494155,12.3,1.5051266,61.570957,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2379674,-78.6218418,-96,1679848504558,11.6,1.7547351,82.23281,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2378876,-78.6217241,-96,1679848514133,8.3,1.5139887,58.329453,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2377849,-78.6216243,-96,1679848523177,7.9,1.5358348,59.33396,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2376928,-78.6215109,-96,1679848533074,8.8,1.5320251,59.38252,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2376054,-78.6214234,-96,1679848542718,7.9,1.3878844,60.30333,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.237535,-78.6213246,-96,1679848552395,10.9,1.426307,58.40783,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2374756,-78.6212502,-96,1679848556976,14.3,1.5684727,56.452076,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.237389,-78.6211329,-96,1679848566515,17.5,1.5251684,56.126175,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2403814,-78.6240822,-96,1679848941993,13.3,1.4441029,196.37613,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2404532,-78.6241792,-96,1679848956934,12.5,1.2078944,216.10469,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2405029,-78.6242898,-96,1679848966775,13.8,1.3034942,225.67458,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2405937,-78.6244333,-96,1679848977236,13.7,1.3373507,232.89804,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2407067,-78.6245181,-96,1679848987558,14.6,1.3018239,227.18382,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2407378,-78.6246455,-96,1679848997875,11.6,1.3739219,233.8173,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.240797,-78.6247428,-96,1679849008014,12.1,1.328218,234.66821,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2408641,-78.6248039,-96,1679849018355,11.8,1.2113968,230.70251,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2409788,-78.6248988,-96,1679849028017,13.4,1.272817,226.57768,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2410698,-78.6249759,-96,1679849037757,10.4,1.2481215,225.45451,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2411322,-78.6250967,-96,1679849048377,12.0,1.234142,230.5966,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2411674,-78.6251908,-96,1679849058357,10.9,0.94350994,237.93205,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2412625,-78.6252168,-96,1679849068458,10.1,0.59797823,225.97755,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2413323,-78.6253056,-96,1679849078654,12.0,0.9091964,226.73087,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2413592,-78.6254087,-96,1679849088595,11.7,0.60794103,245.78343,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2413857,-78.6255342,-96,1679849108576,10.0,0.224946,266.0356,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2414719,-78.6255839,-96,1679849119176,10.7,0.24810381,245.70897,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2415742,-78.625616,-96,1679849124176,10.6,1.0452902,205.62958,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2416632,-78.6256655,-96,1679849133378,10.8,0.7024084,212.59042,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2415573,-78.62567,-96,1679849255176,11.5,0.023070509,-2000.0,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.241595,-78.62563,-96,1679849299170,11.0,1.605803E-8,-2000.0,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2416297,-78.6257226,-96,1679849309462,8.3,0.007019542,-2000.0,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2416699,-78.625818,-96,1679849319653,3.9,0.058437917,-2000.0,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2417613,-78.6259042,-96,1679849329171,3.9,0.5460544,265.58194,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2418129,-78.6259793,-96,1679849339306,4.4,0.8542143,311.5529,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2419167,-78.6260311,-96,1679849349176,4.5,0.20798397,231.29935,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2420031,-78.6261528,-96,1679849359174,4.5,0.5310835,251.33144,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2420529,-78.6262764,-96,1679849369175,3.9,0.9936312,253.09236,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2421347,-78.6263547,-96,1679849379175,3.9,0.6756004,251.31305,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2422073,-78.6264438,-96,1679849389174,4.2,0.9139549,250.80678,LTE,0,,20700,32,,,
740,2,20700,11379203,-1.2422595,-78.6265355,-96,1679849399175,4.5,0.9553726,242.13876,LTE,0,,20700,32,,,
