mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid
740,2,20700,11385858,-1.2329837,-78.6235623,-95,1680200370520,11.3,0.5499231,92.99421,LTE,0,,20700,79,,,
740,2,20700,11385858,-1.2330121,-78.623661,-96,1680200375519,4.5,0.27417672,219.00238,LTE,0,,20700,79,,,
740,2,20700,11386115,-1.2330535,-78.623682,-94,1680200403284,3.6,0.0023086416,-2000.0,LTE,0,,20700,47,,,
740,2,20700,11386115,-1.233235,-78.6236108,-95,1680200426832,5.6,1.6786803,150.98573,LTE,0,,20700,47,,,
740,2,20700,11381762,-1.2332913,-78.623561,-95,1680200431341,4.0,1.5969188,172.12743,LTE,0,,20700,43,,,
740,2,20700,11381761,-1.2332967,-78.6235305,-81,1680200441362,3.2,0.051414423,-2000.0,LTE,0,,20700,42,,,
740,2,20700,11381761,-1.2333849,-78.6234476,-97,1680200454890,4.7,1.2765051,116.682045,LTE,0,,20700,42,,,
740,2,20700,11386115,-1.2335202,-78.6233698,-95,1680200459399,4.3,1.9882543,153.02663,LTE,0,,20700,47,,,
740,2,20700,11386115,-1.2336266,-78.6233424,-94,1680200463908,4.2,2.412143,159.9885,LTE,0,,20700,47,,,
740,2,20700,11379459,-1.2337448,-78.6233073,-97,1680200468417,4.4,2.5692174,161.69867,LTE,0,,20700,50,,,
740,2,20700,11379459,-1.2338558,-78.623246,-96,1680200473527,3.9,2.592048,149.2135,LTE,0,,20700,50,,,
740,2,20700,11379459,-1.233935,-78.6231939,-94,1680200478137,3.9,2.2999437,148.16504,LTE,0,,20700,50,,,
740,2,20700,11379459,-1.2340263,-78.6231503,-96,1680200482646,3.8,2.3317556,151.11375,LTE,0,,20700,50,,,
740,2,20700,11379459,-1.2341185,-78.6230771,-95,1680200487155,4.0,2.421488,144.72034,LTE,0,,20700,50,,,
740,2,20700,11379459,-1.2342278,-78.6230337,-92,1680200491664,4.0,2.5631852,154.93398,LTE,0,,20700,50,,,
740,2,20700,11379459,-1.2343294,-78.6229708,-90,1680200496174,4.0,2.4586418,162.18619,LTE,0,,20700,50,,,
740,2,20700,11379459,-1.2344175,-78.6228917,-90,1680200501284,4.1,2.4956877,141.99513,LTE,0,,20700,50,,,
740,2,20700,11379459,-1.2345151,-78.6228366,-92,1680200506294,4.1,2.3172746,154.43535,LTE,0,,20700,50,,,
740,2,20700,11379459,-1.234599,-78.622768,-86,1680200515313,4.1,1.453298,164.31311,LTE,0,,20700,50,,,
740,2,20700,11379459,-1.234762,-78.6226656,-85,1680200524431,3.9,1.9659995,145.76901,LTE,0,,20700,50,,,
